"subjID","actName","angle(tBodyAccJerkMean),gravityMean)","angle(tBodyAccMean,gravity)","angle(tBodyGyroJerkMean,gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccMag-mean()","fBodyAccMag-meanFreq()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-meanFreq()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroMag-std()","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","tBodyAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyAccMag-mean()","tBodyAccMag-std()","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tGravityAccMag-mean()","tGravityAccMag-std()"
1,"LAYING",-0.600203190117647,-0.5783075055,-0.565315611666667,-0.599631477656863,-0.600005862784314,-0.581573616084314,-0.605630421864583,-0.479401500958333,-0.46559214054902,-0.47220487972549,-0.49224319588125,-0.470635378101373,-0.516295735726078,-0.487807759958333,-0.480840699043137,-0.498286301907843,-0.462366893739375,-0.427595693137255,-0.447925294521569,-0.419443020783333,-0.464623862429216,-0.399745106090196,-0.454232460972917,-0.412887489123529,-0.413012723788235,-0.467234865820833,-0.481865514831373,-0.488995854039216,-0.535234809441667,-0.524405056852941,-0.556614858409804,-0.550227729625,-0.507848707078431,-0.543774630176471,-0.532433968586667,-0.539987823156863,-0.498729460176471,-0.4255815423125,-0.453773927031373,-0.453787699439216,-0.444021829535417,-0.505735752000588,-0.484190634184314,-0.420425046152083,-0.464141476141176,-0.430030064476471,-0.571471854378431,-0.570639209078431,-0.6504653313125,-0.580329494392157,-0.576309571,-0.597263774333333,-0.587162997862745,-0.567879824833333,-0.521802135878431,-0.546248932019608,-0.584392576435417,-0.558577555313726,-0.645637234354167,-0.599016764221569,-0.639327908431373,-0.609236099979167,-0.587144772666667,-0.605320826196078,-0.629023311208333,-0.582350249235294,-0.595403262215686,-0.575516344583333,-0.616192069292157,-0.461650941909804,-0.485940431063333,-0.517586971115686,-0.550518999729167,-0.616468436637255,-0.607841680729167,-0.585237637156863,-0.615294166980392,-0.648567910958333,-0.588987755509804,-0.587986698333333,-0.556909526543137
1,"SITTING",-0.49593191246,-0.485573508183333,-0.492928515479167,-0.493991032083333,-0.503420657895556,-0.501088807833333,-0.492029308458333,-0.586679746283333,-0.608988282128889,-0.627818238666667,-0.62710990121875,-0.629249362428889,-0.649172585583333,-0.6286025675,-0.650694051066667,-0.635185225370833,-0.631057629708333,-0.628376433533333,-0.6263972593125,-0.648996162895833,-0.641072301006667,-0.603628624458333,-0.632389546664583,-0.658088162931111,-0.647312275233333,-0.633204731354167,-0.589376801541667,-0.610625429644444,-0.5834667638125,-0.596845519375,-0.561370401844444,-0.548799736358333,-0.524316277729167,-0.542340374713333,-0.5631810069125,-0.575809356988333,-0.547818476955556,-0.63972971773125,-0.618637312697778,-0.681867959729167,-0.644297579458333,-0.644191771155556,-0.625450848,-0.6198976569375,-0.654979868377778,-0.637531489945833,-0.493894991546667,-0.456472723822083,-0.444740736770833,-0.496165763911111,-0.43619100688125,-0.476787684835417,-0.428067281653333,-0.577029217839583,-0.598672768215556,-0.572411934183333,-0.573843517427083,-0.441883150891667,-0.40189050844375,-0.461932897382222,-0.47880431205625,-0.506552683335417,-0.483080895782222,-0.51261075535,-0.4708991209375,-0.507041136342222,-0.50795355280625,-0.551036771364583,-0.499457302788889,-0.593266268844444,-0.612133839779167,-0.529364737060417,-0.587519296895833,-0.513876098766667,-0.509862347888125,-0.506822326813333,-0.449860598420833,-0.474102784854167,-0.460120670214889,-0.563790257324444,-0.6111075831875
1,"STANDING",-0.524951401111111,-0.534382990675926,-0.545359422175926,-0.497451845764706,-0.519334390066667,-0.550475322527451,-0.500272019809259,-0.638399238309259,-0.627279519461111,-0.645435545329412,-0.649762129736667,-0.65600771692037,-0.640137410941176,-0.652479072038889,-0.642836230711111,-0.657879172529412,-0.616649955518519,-0.660725730674074,-0.632556547313725,-0.639130887546296,-0.630181447074074,-0.638850874117647,-0.595920814282778,-0.591433358064815,-0.611181771686275,-0.607030415314815,-0.574979568378431,-0.603742476851852,-0.569819804888889,-0.594313782156863,-0.567118249498148,-0.524298207301852,-0.527060014096078,-0.552198724944444,-0.531356374053704,-0.566367410392157,-0.558062084125926,-0.621671297703704,-0.626360863674074,-0.643942364254902,-0.618048621,-0.611858697666667,-0.602451114098039,-0.638381774585185,-0.639293808981481,-0.645372842058824,-0.513537847435185,-0.467046075294118,-0.462484773425926,-0.481834421609259,-0.460741448254902,-0.490176010965185,-0.516226850938611,-0.589278626727778,-0.6101742944,-0.596123189698039,-0.585205231613204,-0.497955137478431,-0.470579841216481,-0.493617811864815,-0.520579237196078,-0.523449982274815,-0.521149392938889,-0.555306160474471,-0.582820463725926,-0.594704379693333,-0.531535695239216,-0.577506642094444,-0.590534070031296,-0.633560985472222,-0.649376564954902,-0.612901902462745,-0.66161573402037,-0.508482032182941,-0.488776233435185,-0.48000553047963,-0.454720280111765,-0.502518167444444,-0.513456008662963,-0.579539470787037,-0.578723273996078
1,"WALKING",-0.14725721806875,-0.200806438327957,-0.158598637678495,-0.187864152109375,-0.140779184083333,-0.15912434678125,-0.14834356795914,-0.181611382492473,-0.139342992165313,-0.146058305508437,-0.16061877433871,-0.158872792119792,-0.158374858172917,-0.159936954210753,-0.162493097425625,-0.137601147635417,-0.186419846875484,-0.164058527547917,-0.158338219067708,-0.19110704562086,-0.1730056793,-0.209140639708333,-0.16981959370086,-0.189439612396875,-0.207459414678125,-0.176555749061935,-0.145535656086458,-0.158639485408021,-0.192464839154409,-0.164016586820833,-0.1592641704,-0.189592482969892,-0.159069083983333,-0.1580365767875,-0.164549109072043,-0.1627508675625,-0.15342139126875,-0.227713692777419,-0.189966962021875,-0.2215539641875,-0.18526022267957,-0.155220370035417,-0.170923953154167,-0.186455442454839,-0.180491456955208,-0.188486550610844,-0.144420122334375,-0.161195441202083,-0.166137610131183,-0.15112297405625,-0.144274350104167,-0.145342971031183,-0.135299331109375,-0.165115884635914,-0.132702128772917,-0.152788601305208,-0.154794037408602,-0.13013303518125,-0.138696740724731,-0.122232371275,-0.145700072385417,-0.125361541177419,-0.132665392913542,-0.140157694492708,-0.118062646913978,-0.137979942519271,-0.149009099717708,-0.178568447107527,-0.163421534625,-0.162117284021875,-0.160589554592708,-0.160330452260417,-0.172024563183871,-0.167331524664583,-0.197209568605376,-0.156507374461458,-0.186782120363542,-0.174701089053763,-0.125534684595833,-0.151440438951146,-0.170176194552083
1,"WALKING_DOWNSTAIRS",-0.173208986979167,-0.091354071,-0.119522125715098,-0.149159056713542,-0.118706504035417,-0.111713235416667,-0.139303627029412,-0.148913305056863,-0.151407743802083,-0.156739788645833,-0.118810494568627,-0.09408124955625,-0.115162689916667,-0.146431833562745,-0.1512429865,-0.120086206791667,-0.0972486021333333,-0.09755727846625,-0.0681765149464583,-0.0967274834313726,-0.144261106058333,-0.149632184002083,-0.11645177993902,-0.115551209429167,-0.07355169461875,-0.125750488764706,-0.106331742645833,-0.0646512785125,-0.07059840467,-0.132635407125833,-0.0754063987291667,-0.0684594922098039,-0.09664605775,-0.0831525717791667,-0.0793759595294118,-0.105178734164167,-0.0917183622083333,-0.120355195568627,-0.0721480691458333,-0.0941796184395833,-0.0940745936960784,-0.118708427785417,-0.0719240665,-0.0909955236284314,-0.09907972965625,-0.0150678630625,-0.125194149960417,-0.177325150791667,-0.170994125139216,-0.145676594045833,-0.190302036979167,-0.141058845668627,-0.147511891079167,-0.124706299392157,-0.153372386416667,-0.175180435964583,-0.156975547860784,-0.180212885106667,-0.176652569984314,-0.169260090914583,-0.1841788893125,-0.17881198427451,-0.141677271729167,-0.114419926395833,-0.146823759064706,-0.157605330843333,-0.22350074135,-0.163159133305882,-0.12188016030625,-0.15721661138125,-0.152664528854167,-0.17061365209375,-0.122245012696078,-0.111858359335417,-0.15747542677451,-0.10409780308125,-0.157652546054167,-0.10785191985098,-0.099982228375,-0.118768313895833,-0.152433760852083
1,"WALKING_UPSTAIRS",-0.28456016837037,-0.312319506294118,-0.339729153311765,-0.326299169922222,-0.28820791647037,-0.30563122405,-0.318200066529412,-0.31145955554902,-0.27223685812963,-0.282999133518519,-0.228105678428824,-0.273157517037037,-0.279772024611111,-0.281334068529412,-0.288261348962963,-0.24032898337037,-0.273308459607843,-0.297854432314815,-0.287825421116667,-0.281298859294118,-0.256122017185185,-0.298694551240741,-0.261442669298039,-0.255367674009259,-0.245559267851852,-0.2086367916,-0.283988256096296,-0.25527019322037,-0.235988029862745,-0.219793185722222,-0.238302618518519,-0.325024035823529,-0.313012654490741,-0.294058234555556,-0.305688111068627,-0.28365846537963,-0.311754508259259,-0.256241593488235,-0.263352143966667,-0.321621064538889,-0.236982052317647,-0.251101808251852,-0.275482625803704,-0.208483043513725,-0.229866847931481,-0.19413561635,-0.345822260681481,-0.33857119117037,-0.344615408156863,-0.379059272981482,-0.351311547833333,-0.349197096156863,-0.357360879740741,-0.367057377288235,-0.332445605981481,-0.306255959944444,-0.305599190862745,-0.418708491203704,-0.368631895627451,-0.320416179981481,-0.340269234199444,-0.346697153137255,-0.312427473833333,-0.334671157633333,-0.345448183615686,-0.322150887283333,-0.338183790796296,-0.33479581665098,-0.32766659442037,-0.291867410703704,-0.285072854981481,-0.318000333722222,-0.324564518501961,-0.304179333542593,-0.371950800413529,-0.29716161182037,-0.375289447440741,-0.341734031313725,-0.333620101055556,-0.330999780122222,-0.30974068037963
2,"LAYING",-0.591697443791667,-0.614973242333333,-0.613731734770833,-0.6081711405,-0.592693223458333,-0.6410146105375,-0.5690320391875,-0.5735395465375,-0.560982728072917,-0.587929610525,-0.56394082819375,-0.56793619739875,-0.557496491697917,-0.55774039680625,-0.582128993870833,-0.5525883305,-0.584841379017917,-0.585966700745833,-0.591878269752083,-0.605231083416667,-0.583191847625,-0.616654601975,-0.59326769790625,-0.610649068583333,-0.609348449291667,-0.637080251104167,-0.657166225604167,-0.661484541541667,-0.6565780875,-0.638424141791667,-0.613290634316667,-0.5725939953625,-0.592580602075,-0.5527072270625,-0.5910692211875,-0.62017124300625,-0.622093276375,-0.638196195553333,-0.617183055270833,-0.624041197520833,-0.605491613,-0.643617962729167,-0.614854935498625,-0.584012799625,-0.57965363575,-0.622132022916667,-0.5461617293125,-0.529377180072917,-0.5394139221125,-0.574934818791667,-0.5634109309,-0.490751280145833,-0.49428702515,-0.4831288261125,-0.47028089616875,-0.486236779477083,-0.486722548835417,-0.489157483385417,-0.50161688513125,-0.47789339336875,-0.506749251541667,-0.47857735691875,-0.4690580296625,-0.492598560991667,-0.46170073901875,-0.427683993020833,-0.496393994860417,-0.49904001326875,-0.4786417700875,-0.546328816729167,-0.549494957916667,-0.489119533083333,-0.555812061272917,-0.569786974804167,-0.549373394189583,-0.531490978058333,-0.581025144895833,-0.5402791115375,-0.532638515252083,-0.474974819143958,-0.492168253770833
2,"SITTING",-0.617475695729167,-0.581577082077778,-0.629930497733333,-0.644923460933333,-0.539812032291667,-0.646147208417778,-0.661025652513333,-0.543942419933333,-0.549367652335417,-0.542573160297556,-0.483072137333333,-0.490054856410417,-0.531541536244444,-0.54309376586,-0.5224888375625,-0.490137999517778,-0.518054462606667,-0.479657026625,-0.502478067099556,-0.501200143305333,-0.493716915604167,-0.465856274057778,-0.524783958357111,-0.5428407488875,-0.513966177077778,-0.500758902653556,-0.534602915764444,-0.502858412737375,-0.545694758113333,-0.478568030008889,-0.499781251375,-0.597925597187556,-0.58920204838,-0.548967664535417,-0.488924790068889,-0.539147699682222,-0.528783716633333,-0.502243657926667,-0.481473463146042,-0.475467648380889,-0.454151001451111,-0.466934593885417,-0.467501997706667,-0.464589853177778,-0.450015213645833,-0.459244238948889,-0.626987882041667,-0.634055603488889,-0.642805416755556,-0.658842937701458,-0.642023922488889,-0.645552158135556,-0.622856446770833,-0.612525875558644,-0.58710506385625,-0.655539116,-0.642223171222222,-0.667906225577778,-0.663640967411111,-0.626658427345833,-0.645516136022222,-0.654725014248889,-0.621934830860417,-0.650243335755556,-0.649354005384444,-0.680915933875,-0.700609283933333,-0.7085405938,-0.660930728375,-0.56068340046875,-0.552096870208889,-0.567521983622222,-0.582702144088889,-0.630274799288889,-0.625622513955556,-0.642270648704167,-0.656754503582222,-0.667472976088444,-0.642185601333333,-0.627284388958333,-0.621646825933333
2,"STANDING",-0.551519403737037,-0.582258473001852,-0.544860078727778,-0.577898329814815,-0.562636577287037,-0.593337443648148,-0.580457054894444,-0.591578890259259,-0.613067488555556,-0.600029909833333,-0.563186692444444,-0.588039640407407,-0.531918409531482,-0.585958283322222,-0.582495718074074,-0.560355721814815,-0.539302505555556,-0.575631999048148,-0.533875732164815,-0.54591377758537,-0.498366702401852,-0.496468823368518,-0.541994023092593,-0.526728252833333,-0.512093536474074,-0.489971540488889,-0.526910442994444,-0.500353228261111,-0.520870792935185,-0.461145715727778,-0.502690125737222,-0.540177982805556,-0.56050439855,-0.511589579538889,-0.51240171487037,-0.515937115466667,-0.504943250657407,-0.497330313963148,-0.535915490111111,-0.516368245324074,-0.48044779822963,-0.466520607612963,-0.461574909635185,-0.497982511341481,-0.47315745539037,-0.473915312998148,-0.560175198203704,-0.644803652777778,-0.625953499485185,-0.636646914933333,-0.626292700753704,-0.624074500633333,-0.664443698740741,-0.633651414444444,-0.616638763814815,-0.656884382055556,-0.624215902239259,-0.66189982797037,-0.660049873388889,-0.676178471254259,-0.646731782314815,-0.614621930211111,-0.641882181351852,-0.580827239462963,-0.604878991816667,-0.627764328574074,-0.627494944027778,-0.632517972881481,-0.666894904464815,-0.622232648425926,-0.600816371055556,-0.627120699092593,-0.61976418427037,-0.605817557727778,-0.603055949648148,-0.580705156801852,-0.631226191925926,-0.621308024133333,-0.621331431401852,-0.622423952327778,-0.607261713796296
2,"WALKING",-0.2293674858,-0.229338257633333,-0.262577198425,-0.256784713,-0.225820251558333,-0.296378779042105,-0.252663359833333,-0.250534255291667,-0.251826585533333,-0.259718595601754,-0.229020171756667,-0.24579297742,-0.234651069777193,-0.282888035963333,-0.237437528608333,-0.263442791703684,-0.188422611373333,-0.217200535626667,-0.256282494442105,-0.182757008353333,-0.224218781811667,-0.186096374350877,-0.17958110313,-0.198986212278333,-0.274498571350877,-0.209957962933333,-0.223003611370175,-0.226104259293333,-0.273626052711667,-0.259410166519298,-0.247207321133333,-0.237263346815,-0.264503507561404,-0.24379883105,-0.28275960362,-0.259090609640351,-0.224484304883333,-0.180464621133333,-0.214398059605,-0.177788699929825,-0.228332378428833,-0.241921565435,-0.212153118761403,-0.197514578246667,-0.28442557472,-0.239530734147368,-0.257576475281667,-0.295321782066667,-0.304536351016667,-0.300906899115667,-0.311533110877193,-0.283879631138333,-0.283235539321667,-0.301104823633333,-0.266766345678333,-0.307007521731579,-0.279292133825833,-0.280145426642105,-0.282145081778333,-0.302864662371667,-0.299680684754386,-0.293877135223333,-0.26205971315,-0.302840041594737,-0.305437046415,-0.292000499271667,-0.301030702596491,-0.289531680756667,-0.256574153751667,-0.227282577881167,-0.286097179722807,-0.287884063529825,-0.29582484675,-0.251965588975439,-0.295705880666667,-0.288740712633333,-0.259200887877193,-0.326374529255,-0.306568074978333,-0.276485275555,-0.284280211745614
